# Stock data for AAPL.US from 2025-08-05 to 2026-08-05
# Total records: 251
# Data retrieved on: 2026-08-05 14:21:50

Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-02-26,274.7,275.86,270.55,272.7,32345100,0.0,0.0
2026-02-27,272.56,272.56,262.65,263.94,72366500,0.0,0.0
2026-03-02,262.17,266.28,259.96,264.48,41827900,0.0,0.0
2026-03-03,263.24,265.32,259.89,263.51,38568900,0.0,0.0
2026-03-04,264.41,265.91,261.18,262.28,39803100,0.0,0.0
2026-03-05,260.55,261.32,257.01,260.05,49658600,0.0,0.0
2026-03-06,258.39,258.53,254.14,257.22,41120000,0.0,0.0
2026-03-09,255.45,260.91,253.45,259.64,38218500,0.0,0.0
2026-03-10,257.41,262.24,256.71,260.59,30590800,0.0,0.0
2026-03-11,260.85,261.89,259.31,260.57,26218900,0.0,0.0
2026-03-12,258.42,258.71,253.95,255.52,40794000,0.0,0.0
2026-03-13,255.24,256.09,249.29,249.89,36930000,0.0,0.0
2026-03-16,251.88,253.66,249.65,252.59,32074200,0.0,0.0
2026-03-17,252.73,254.9,251.95,254.0,32361600,0.0,0.0
2026-03-18,252.4,254.71,248.77,249.71,35757900,0.0,0.0
2026-03-19,249.17,251.6,247.07,248.73,34864100,0.0,0.0
2026-03-20,247.75,248.97,245.77,247.76,88331100,0.0,0.0
2026-03-23,253.74,254.37,250.05,251.26,40546100,0.0,0.0
2026-03-24,250.12,254.6,249.32,251.41,45152300,0.0,0.0
2026-03-25,253.87,254.77,251.37,252.39,28476700,0.0,0.0
2026-03-26,251.89,256.76,250.54,252.66,41796700,0.0,0.0
2026-03-27,253.67,255.25,247.84,248.57,47900000,0.0,0.0
2026-03-30,249.84,250.64,245.28,246.4,39446200,0.0,0.0
2026-03-31,247.68,255.24,246.87,253.56,49598100,0.0,0.0
2026-04-01,253.85,255.94,253.1,255.39,40059400,0.0,0.0
2026-04-02,253.97,255.89,250.42,255.68,31289400,0.0,0.0
2026-04-06,256.27,261.92,256.22,258.62,29329900,0.0,0.0
2026-04-07,255.92,255.96,245.47,253.27,62148000,0.0,0.0
2026-04-08,258.21,259.51,256.29,258.66,41032800,0.0,0.0
2026-04-09,258.76,260.88,255.83,260.25,28121600,0.0,0.0
2026-04-10,259.74,261.95,258.78,260.24,31291500,0.0,0.0
2026-04-13,259.49,259.94,256.42,258.96,36234700,0.0,0.0
2026-04-14,259.01,261.69,256.95,258.59,48370700,0.0,0.0
2026-04-15,257.92,266.31,257.57,266.18,49913500,0.0,0.0
2026-04-16,266.55,266.91,261.03,263.16,43323100,0.0,0.0
2026-04-17,266.71,272.05,266.47,269.98,61436200,0.0,0.0
2026-04-20,270.08,274.03,270.04,272.8,36590200,0.0,0.0
2026-04-21,271.25,272.55,265.16,265.93,50209800,0.0,0.0
2026-04-22,267.57,273.49,266.62,272.92,43249200,0.0,0.0
2026-04-23,274.8,275.52,271.4,273.18,33399600,0.0,0.0
2026-04-24,272.51,272.81,269.4,270.81,38157100,0.0,0.0
2026-04-27,265.85,268.11,264.83,267.36,41466800,0.0,0.0
2026-04-28,272.09,272.98,268.41,270.46,40018900,0.0,0.0
2026-04-29,267.3,270.79,266.79,269.92,30047900,0.0,0.0
2026-04-30,270.25,275.75,267.89,271.1,91848200,0.0,0.0
2026-05-01,278.6,286.96,278.11,279.88,79915400,0.0,0.0
2026-05-04,279.4,280.37,274.61,276.58,46668400,0.0,0.0
2026-05-05,276.68,284.31,276.25,283.92,49311700,0.0,0.0
2026-05-06,281.66,287.76,280.81,287.25,58336100,0.0,0.0
2026-05-07,289.0,291.86,285.52,287.18,45224300,0.0,0.0
2026-05-08,289.74,294.49,289.73,293.05,52692800,0.0,0.0
2026-05-11,291.98,293.88,290.23,292.68,42247300,0.27,0.0
2026-05-12,292.56,295.27,292.56,294.8,45748100,0.0,0.0
